x,y
0.8626108480021036,0.7011144215413835
-1.0483254682344256,-0.6542520613175807
0.7584485988930111,0.5681997509448639
-0.6584042381082186,-0.4507300191020736
-1.1684857592731426,-0.7257769163697769
-0.29240189290638263,-0.25796691537937133
1.248145907062217,1.2434072252159292
1.7349191009491411,2.1138178993847148
-0.06702312315466281,-1.7858530048419854
-0.1825925363798825,-0.182227321171036
-0.8126164284648434,-0.572010798828932
-1.4278646758491969,-0.8623977548864438
-0.7073935594589595,-0.4957651916946061
-0.04340738774838294,-1.7858530048419854
-1.5286062755302772,-0.9376778732242802
-0.8531836681923515,-0.5382767612586242
0.8898706129919816,0.7355734894716779
-0.23442884992868254,-0.2617323179782942
-0.39866703947580107,-0.31969445218764075
-1.7307631425989594,-1.076642968309311
-0.9703442723849315,-0.6343733365319856
-0.8208343641454348,-0.5155287991114983
1.1483474006935495,1.1213386815608777
-0.08492392965804821,-1.7858530048419854
1.2569302631789352,1.2713536920242867
0.3663940659853841,0.16434898594123715
0.9100878917599889,0.7859843977699192
0.01879717705141391,-0.07910929903953595
-0.2811125773830575,-0.25390699095154656
0.18944670373926445,0.05095391872036454
1.265212684459319,1.2553277206949
-0.298000909608722,-0.21877781547489478
-1.4487787034013508,-0.9008315197300146
1.327910966666993,1.3630585207802954
1.7426847514197092,2.2296842649666977
-1.738979993233963,-1.071078457234907
0.6189864880941536,0.4570150792646775
-0.08402888933287908,-1.7858530048419854
0.17736169929040937,0.06363187910973123
1.6047208998881135,1.919832761318505
-1.395949718172533,-0.8617453068261791
1.0157062684342468,0.8480202297531181
-0.45229034276207636,-0.33972116787785456
-1.608689392055044,-0.9590357709325443
-1.270058899091754,-0.7662421375188935
0.4859543334743599,0.29092461041862017
-1.5533038354853066,-0.9783059411184969
0.33546435636046207,0.15671642321142043
0.5526267092401306,0.37864236391841133
1.0432741606750686,0.9331043762493683
-1.1631799000753438,-0.7193374468325703
-1.5146611682398858,-0.9330366599723136
-1.7363966683652257,-1.0359308999344277
-0.05830776174086194,-1.7858530048419854
1.546953192293088,1.7659574516130698
-0.260042740267376,-0.2373166759807975
1.2303621051512017,1.222454328759877
-0.05717767957780065,-1.7858530048419854
