score_critique,score_audience,categorie
-0.7031873098624105,-0.49028236278771464,BonFilm
-0.3218143296501526,-1.7550787171239868,BonFilm
0.20666447021383047,-2.011264572814634,BonFilm
-0.5572507081239421,0.3372170084417056,MauvaisFilm
1.5488359716694058,-1.3707365582609627,BonFilm
1.4252913986629026,-0.2794639098029346,BonFilm
-0.559627906760132,1.186383367445606,BonFilm
1.6985189051376623,-1.6912201576405048,BonFilm
-0.6995228442321605,0.582962841937446,BonFilm
0.9782226298198076,-1.2173721054718658,BonFilm
-1.3293954484318342,-0.001454742266428668,BonFilm
-1.3146526837845254,-0.37961174341756554,BonFilm
1.265210647376645,0.12066774406890175,BonFilm
0.14794177849860185,-2.7537257920074936,BonFilm
-0.3568963241881448,0.00771783656034255,MauvaisFilm
1.4782771611306014,-0.957614628561729,BonFilm
1.3290081066145112,-0.9858496301914452,BonFilm
0.47155720186813443,-0.008746529498673312,MauvaisFilm
0.36701868900629514,1.1185547440864663,BonFilm
-0.008389935119820476,0.46631537869506084,MauvaisFilm
1.2632687003334995,-0.9016546538618192,BonFilm
-1.0288426927914085,0.5696784209487935,BonFilm
0.6416647796503595,0.2598119299882401,MauvaisFilm
1.1931781372550891,-1.0463003622367857,BonFilm
0.13988892063047142,-1.7306558398878829,BonFilm
-0.13062311615876684,-1.3102600178374146,BonFilm
-2.171312418365992,-1.0661814063812203,BonFilm
-0.03316184427704593,1.4663957475793472,BonFilm
0.8766430959089553,0.6699895801759875,BonFilm
0.6974495111160605,-0.25278543386503105,BonFilm
0.5679871068690735,0.30438785754883474,MauvaisFilm
-1.0000295963013812,-2.4564178268120704,BonFilm
0.25230702200569455,0.7631204238448489,BonFilm
-1.5834546539063008,0.1980422815404921,BonFilm
0.08525222977484838,0.6405077502468317,MauvaisFilm
-0.7906581548664058,0.7711823952195227,BonFilm
-1.9506777667257222,-1.294010214921496,BonFilm
-1.0735237659209356,0.030691091942390464,BonFilm
0.7741093450349587,-0.8713963028878069,BonFilm
0.16634401412874214,0.635789777188396,MauvaisFilm
1.081671973516432,-0.2827736615893422,BonFilm
1.5547879409170322,-0.8583081351779684,BonFilm
-0.2796504317480983,-0.08542343253654935,MauvaisFilm
-0.21959764653062847,-2.173598873816621,BonFilm
0.9063324273788009,0.7503385751171591,BonFilm
-0.5752597372915398,-0.36895322428228167,MauvaisFilm
0.7657482455755041,-1.1006615868256642,BonFilm
0.7338296604406034,-0.03157402215285636,BonFilm
-1.2739418607470343,0.330358651195845,BonFilm
-0.5425151791589167,-1.0520285666194797,BonFilm
-0.7757206526918475,-0.12322816490315489,BonFilm
-0.5369312710699576,0.1653734061807222,MauvaisFilm
0.8998557207587011,1.2571959907558432,BonFilm
1.1540686067101389,-0.6742258009892421,BonFilm
0.8832666713317444,-1.8007409988365144,BonFilm
0.315524021290732,-0.2989424331214215,MauvaisFilm
0.9232667061538622,-0.8646104231287141,BonFilm
0.9063238957912969,0.1436653653338619,BonFilm
-0.4287840376303047,0.043633485845887915,MauvaisFilm
-1.1596301258930446,-0.14458171636459552,BonFilm
1.0626972062745461,1.503481681260415,BonFilm
0.8904773090910271,0.11018472952624332,BonFilm
-0.280878365152031,0.4708767786979145,MauvaisFilm
-0.12265481194605361,1.8097161228067284,BonFilm
-0.21150403430909656,-0.10491641792539555,MauvaisFilm
0.5600092990119518,-1.1794564037301838,BonFilm
-0.4678037812617453,-1.742413192457269,BonFilm
-0.0037032240098971913,-2.170067190083364,BonFilm
0.42451004910174395,0.14647863881476825,MauvaisFilm
0.059274440711844824,-0.4912539266891554,MauvaisFilm
-1.0171730821238119,0.4193071961998747,BonFilm
-0.7713675081404653,1.4378865150780469,BonFilm
2.686767122992888,0.396732881726082,BonFilm
0.4769239605519288,0.8159016972464805,BonFilm
-0.5030922177285254,0.14486419601472417,MauvaisFilm
0.03915844904537185,-0.6128359448670816,MauvaisFilm
0.7008821077163936,0.9768648480137676,BonFilm
-0.6309415224928188,-0.8386027200679316,BonFilm
-0.4392036626361821,-1.3645267902345468,BonFilm
-1.2723711422064257,0.8601908877225237,BonFilm
0.914860456796585,-0.712860144830928,BonFilm
0.15607763668936364,1.1585562091387656,BonFilm
-0.49821012496052935,1.6706910695408048,BonFilm
0.43176528013807924,0.426712047341392,MauvaisFilm
0.9867459860375951,0.9776806028402802,BonFilm
-1.0646682013429372,0.5388479400375095,BonFilm
0.8430825685885635,0.9007229056305692,BonFilm
-0.8016773305286485,0.4871308124535103,BonFilm
-0.3583995873288774,1.202976753010021,BonFilm
0.45869919719676394,-1.119630815883547,BonFilm
0.3351303980556235,-0.68690022046664,BonFilm
1.2068168153505552,1.9175210593909267,BonFilm
0.5421989560792254,0.722353554845553,BonFilm
-0.17488135025127646,-0.11599682391072194,MauvaisFilm
-1.9871268314958257,0.009982921154422253,BonFilm
0.07121491979349509,-1.750041264082769,BonFilm
0.5544383768007635,0.2745458467246506,MauvaisFilm
1.720705079412357,-2.3942127640134743,BonFilm
-0.438335834887173,1.2219812466894533,BonFilm
0.37437698790786034,-1.3810042562110136,BonFilm
-0.6766865526798402,0.40759191728976685,BonFilm
0.5936197708627151,0.7836184213324792,BonFilm
0.6730021133331473,0.4787814331545838,BonFilm
0.8390401156311827,0.8691237159058469,BonFilm
1.3463277348388478,1.3673476888584215,BonFilm
0.366827391789123,0.3600415681840596,MauvaisFilm
0.6669450234452535,-1.1453648316957603,BonFilm
