x,y
0.0,5.0
0.10204081632653061,4.795918367346939
0.20408163265306123,4.591836734693878
0.30612244897959184,4.387755102040816
0.40816326530612246,4.183673469387755
0.5102040816326531,3.979591836734694
0.6122448979591837,3.7755102040816326
0.7142857142857143,3.571428571428571
0.8163265306122449,3.36734693877551
0.9183673469387755,3.163265306122449
1.0204081632653061,2.9591836734693877
1.1224489795918369,2.7551020408163263
1.2244897959183674,2.5510204081632653
1.3265306122448979,2.3469387755102042
1.4285714285714286,2.142857142857143
1.5306122448979593,1.9387755102040813
1.6326530612244898,1.7346938775510203
1.7346938775510203,1.5306122448979593
1.836734693877551,1.3265306122448979
1.9387755102040818,1.1224489795918364
2.0408163265306123,0.9183673469387754
2.142857142857143,0.7142857142857144
2.2448979591836737,0.5102040816326525
2.3469387755102042,0.3061224489795915
2.4489795918367347,0.1020408163265305
2.5510204081632653,-0.1020408163265305
2.6530612244897958,-0.3061224489795915
2.7551020408163267,-0.5102040816326534
2.857142857142857,-0.7142857142857144
2.9591836734693877,-0.9183673469387754
3.0612244897959187,-1.1224489795918373
3.163265306122449,-1.3265306122448983
3.2653061224489797,-1.5306122448979593
3.36734693877551,-1.7346938775510203
3.4693877551020407,-1.9387755102040813
3.5714285714285716,-2.1428571428571432
3.673469387755102,-2.3469387755102042
3.7755102040816326,-2.5510204081632653
3.8775510204081636,-2.755102040816327
3.979591836734694,-2.959183673469388
4.081632653061225,-3.163265306122449
4.183673469387755,-3.36734693877551
4.285714285714286,-3.571428571428571
4.387755102040816,-3.775510204081632
4.4897959183673475,-3.979591836734695
4.591836734693878,-4.183673469387756
4.6938775510204085,-4.387755102040817
4.795918367346939,-4.591836734693878
4.8979591836734695,-4.795918367346939
5.0,-5.0
5.0,-5.0
5.1020408163265305,-4.795918367346939
5.204081632653061,-4.591836734693878
5.3061224489795915,-4.387755102040816
5.408163265306122,-4.183673469387755
5.510204081632653,-3.979591836734694
5.612244897959184,-3.7755102040816326
5.714285714285714,-3.571428571428571
5.816326530612245,-3.36734693877551
5.918367346938775,-3.163265306122449
6.020408163265306,-2.9591836734693877
6.122448979591837,-2.7551020408163263
6.224489795918368,-2.5510204081632653
6.326530612244898,-2.3469387755102042
6.428571428571429,-2.142857142857143
6.530612244897959,-1.9387755102040813
6.63265306122449,-1.7346938775510203
6.73469387755102,-1.5306122448979593
6.836734693877551,-1.3265306122448979
6.938775510204081,-1.1224489795918364
7.040816326530612,-0.9183673469387754
7.142857142857142,-0.7142857142857144
7.244897959183674,-0.5102040816326525
7.346938775510204,-0.3061224489795915
7.448979591836735,-0.1020408163265305
7.551020408163265,0.1020408163265305
7.653061224489796,0.3061224489795915
7.755102040816327,0.5102040816326534
7.857142857142858,0.7142857142857144
7.959183673469388,0.9183673469387754
8.061224489795919,1.1224489795918373
8.16326530612245,1.3265306122448983
8.26530612244898,1.5306122448979593
8.36734693877551,1.7346938775510203
8.46938775510204,1.9387755102040813
8.571428571428571,2.1428571428571432
8.673469387755102,2.3469387755102042
8.775510204081632,2.5510204081632653
8.877551020408163,2.755102040816327
8.979591836734695,2.959183673469388
9.081632653061224,3.163265306122449
9.183673469387756,3.36734693877551
9.285714285714285,3.571428571428571
9.387755102040817,3.775510204081632
9.489795918367347,3.979591836734695
9.591836734693878,4.183673469387756
9.693877551020408,4.387755102040817
9.795918367346939,4.591836734693878
9.89795918367347,4.795918367346939
10.0,5.0
